order_id,user_id,product_id,quantity,order_date,status,payment_method,order_value_inr,order_month
O009586,U04425,P0093,2,2024-11-07,Cancelled,Debit_Card,0.0,2024-11
O009587,U04650,P0025,1,2024-08-19,Delivered,Credit_Card,7160.0,2024-08
O009588,U03262,P0006,1,2024-06-15,Delivered,Credit_Card,3620.0,2024-06
O009589,U04144,P0054,1,2024-11-01,Delivered,UPI,3390.0,2024-11
O009590,U01626,P0078,1,2024-06-09,Returned,UPI,0.0,2024-06
O009591,U01425,P0151,1,2024-10-10,Cancelled,UPI,0.0,2024-10
O009592,U00245,P0019,1,2024-07-02,Delivered,UPI,64350.0,2024-07
O009593,U02480,P0184,1,2024-01-25,Delivered,Credit_Card,3730.0,2024-01
O009594,U02254,P0181,1,2024-05-21,Delivered,UPI,13090.0,2024-05
O009595,U01852,P0159,1,2024-07-01,Cancelled,UPI,0.0,2024-07
O009596,U00560,P0103,1,2024-03-24,Cancelled,UPI,0.0,2024-03
O009597,U01146,P0038,1,2024-08-18,Delivered,Wallet,47410.0,2024-08
O009598,U01023,P0147,1,2024-08-10,Delivered,UPI,1130.0,2024-08
O009599,U04731,P0107,1,2024-06-06,Returned,UPI,0.0,2024-06
O009600,U04835,P0129,4,2024-11-13,Cancelled,Wallet,0.0,2024-11
O009601,U00013,P0121,1,2024-07-03,Delivered,UPI,460.0,2024-07
O009602,U00846,P0178,3,2024-07-01,Delivered,UPI,2160.0,2024-07
O009603,U04446,P0098,4,2024-03-25,Delivered,Wallet,10320.0,2024-03
O009604,U00188,P0058,1,2024-03-05,Delivered,Credit_Card,4380.0,2024-03
O009605,U04727,P0081,1,2024-02-21,Delivered,Credit_Card,890.0,2024-02
O009606,U01886,P0160,1,2024-01-03,Delivered,UPI,1500.0,2024-01
O009607,U02657,P0177,1,2024-03-17,Returned,Credit_Card,0.0,2024-03
O009608,U03794,P0098,4,2024-05-14,Delivered,Debit_Card,10320.0,2024-05
O009609,U01224,P0092,2,2024-11-21,Delivered,COD,2140.0,2024-11
O009610,U00493,P0172,1,2024-03-10,Delivered,Debit_Card,670.0,2024-03
O009611,U04043,P0157,1,2024-06-10,Delivered,UPI,570.0,2024-06
O009612,U04916,P0101,1,2024-04-05,Delivered,UPI,90.0,2024-04
O009613,U03271,P0176,1,2024-01-16,Delivered,Wallet,950.0,2024-01
O009614,U04128,P0080,1,2024-08-17,Delivered,Credit_Card,4160.0,2024-08
O009615,U04715,P0026,2,2024-09-23,Delivered,COD,105900.0,2024-09
O009616,U01136,P0135,1,2024-11-01,Delivered,Debit_Card,950.0,2024-11
O009617,U01747,P0044,2,2024-12-08,Delivered,UPI,9240.0,2024-12
O009618,U01096,P0142,1,2024-01-06,Delivered,COD,710.0,2024-01
O009619,U00305,P0052,1,2024-04-19,Delivered,Debit_Card,4830.0,2024-04
O009620,U03646,P0160,2,2024-05-22,Delivered,UPI,3000.0,2024-05
O009621,U00724,P0105,1,2024-06-03,Delivered,UPI,280.0,2024-06
O009622,U00457,P0160,1,2024-07-25,Delivered,Wallet,1500.0,2024-07
O009623,U01790,P0075,1,2024-06-14,Delivered,Debit_Card,410.0,2024-06
O009624,U00300,P0084,1,2024-09-16,Delivered,UPI,3030.0,2024-09
O009625,U00890,P0185,1,2024-06-21,Delivered,Debit_Card,10310.0,2024-06
O009626,U00339,P0052,1,2024-04-30,Delivered,UPI,4830.0,2024-04
O009627,U04391,P0162,2,2024-05-19,Delivered,UPI,620.0,2024-05
O009628,U03888,P0114,1,2024-06-16,Delivered,Credit_Card,1440.0,2024-06
O009629,U04302,P0189,1,2024-03-24,Delivered,UPI,14210.0,2024-03
O009630,U04344,P0062,2,2024-07-12,Delivered,UPI,9400.0,2024-07
O009631,U04734,P0076,2,2024-10-02,Delivered,Credit_Card,1740.0,2024-10
O009632,U00936,P0103,1,2024-09-24,Delivered,UPI,410.0,2024-09
O009633,U04495,P0159,1,2024-02-07,Delivered,Credit_Card,1400.0,2024-02
O009634,U02578,P0157,2,2024-10-29,Delivered,Credit_Card,1140.0,2024-10
O009635,U00826,P0031,2,2024-12-03,Delivered,UPI,128380.0,2024-12
O009636,U03254,P0012,1,2024-08-29,Delivered,Debit_Card,42600.0,2024-08
O009637,U01636,P0035,1,2024-11-25,Cancelled,UPI,0.0,2024-11
O009638,U00234,P0057,2,2024-07-17,Delivered,Credit_Card,9140.0,2024-07
O009639,U00380,P0169,1,2024-10-24,Returned,UPI,0.0,2024-10
O009640,U02116,P0027,1,2024-01-05,Delivered,UPI,13120.0,2024-01
O009641,U04132,P0143,3,2024-12-20,Delivered,UPI,3330.0,2024-12
O009642,U01554,P0071,1,2024-04-12,Delivered,COD,1510.0,2024-04
O009643,U03806,P0164,1,2024-05-17,Delivered,UPI,1810.0,2024-05
O009644,U00272,P0110,1,2024-10-19,Returned,Debit_Card,0.0,2024-10
O009645,U01968,P0152,1,2024-03-06,Delivered,UPI,170.0,2024-03
O009646,U00630,P0082,1,2024-03-07,Delivered,Credit_Card,2050.0,2024-03
O009647,U04323,P0152,1,2024-09-26,Delivered,UPI,170.0,2024-09
O009648,U04842,P0076,1,2024-02-16,Delivered,Debit_Card,870.0,2024-02
O009649,U01630,P0156,1,2024-12-30,Delivered,UPI,1030.0,2024-12
O009650,U04938,P0075,1,2024-06-28,Cancelled,UPI,0.0,2024-06
O009651,U03737,P0003,3,2024-03-08,Cancelled,Wallet,0.0,2024-03
O009652,U00002,P0101,1,2024-04-24,Cancelled,UPI,0.0,2024-04
O009653,U02402,P0003,1,2024-01-26,Delivered,Debit_Card,50310.0,2024-01
O009654,U04166,P0029,1,2024-02-16,Delivered,Wallet,42650.0,2024-02
O009655,U02638,P0160,1,2024-07-25,Delivered,UPI,1500.0,2024-07
O009656,U02713,P0054,1,2024-03-13,Delivered,Credit_Card,3390.0,2024-03
O009657,U02222,P0166,2,2024-09-15,Cancelled,UPI,0.0,2024-09
O009658,U01976,P0184,1,2024-01-30,Returned,Credit_Card,0.0,2024-01
O009659,U00132,P0065,2,2024-01-03,Delivered,UPI,3980.0,2024-01
O009660,U03092,P0149,2,2024-01-09,Delivered,UPI,2960.0,2024-01
O009661,U03807,P0041,1,2024-01-08,Delivered,Credit_Card,4780.0,2024-01
O009662,U03952,P0020,3,2024-01-09,Delivered,COD,186510.0,2024-01
O009663,U03107,P0060,2,2024-05-31,Delivered,Credit_Card,7180.0,2024-05
O009664,U01711,P0187,1,2024-05-21,Delivered,COD,5240.0,2024-05
O009665,U00104,P0183,2,2024-12-01,Delivered,Wallet,21640.0,2024-12
O009666,U04480,P0003,1,2024-09-30,Delivered,Credit_Card,50310.0,2024-09
O009667,U02140,P0124,1,2024-01-27,Delivered,Debit_Card,500.0,2024-01
O009668,U02983,P0118,1,2024-12-13,Cancelled,Credit_Card,0.0,2024-12
O009669,U00979,P0014,1,2024-03-11,Cancelled,Credit_Card,0.0,2024-03
O009670,U00704,P0045,3,2024-08-06,Delivered,Wallet,10920.0,2024-08
O009671,U00427,P0109,3,2024-10-16,Delivered,COD,720.0,2024-10
O009672,U03986,P0095,2,2024-09-12,Delivered,Credit_Card,4080.0,2024-09
O009673,U03206,P0188,2,2024-04-12,Delivered,UPI,9300.0,2024-04
O009674,U03092,P0177,1,2024-05-26,Delivered,UPI,1960.0,2024-05
O009675,U04612,P0137,2,2024-06-06,Delivered,Credit_Card,1740.0,2024-06
O009676,U00783,P0182,1,2024-12-13,Delivered,Credit_Card,12670.0,2024-12
O009677,U00843,P0070,1,2024-05-19,Cancelled,Debit_Card,0.0,2024-05
O009678,U00951,P0093,3,2024-05-22,Delivered,Credit_Card,5790.0,2024-05
O009679,U02115,P0052,1,2024-04-18,Delivered,Credit_Card,4830.0,2024-04
O009680,U04374,P0063,1,2024-12-24,Delivered,Debit_Card,810.0,2024-12
O009681,U04409,P0180,1,2024-11-15,Delivered,UPI,400.0,2024-11
O009682,U02928,P0022,1,2024-03-04,Delivered,UPI,72290.0,2024-03
O009683,U03269,P0055,1,2024-09-27,Delivered,Credit_Card,2770.0,2024-09
O009684,U04484,P0113,1,2024-07-04,Delivered,UPI,1060.0,2024-07
O009685,U03103,P0110,2,2024-12-21,Delivered,COD,360.0,2024-12
O009686,U01141,P0003,1,2024-11-18,Delivered,Debit_Card,50310.0,2024-11
O009687,U03501,P0002,4,2024-01-01,Delivered,Debit_Card,216560.0,2024-01
O009688,U03829,P0187,2,2024-01-07,Cancelled,Credit_Card,0.0,2024-01
O009689,U03154,P0028,1,2024-01-01,Delivered,Credit_Card,46590.0,2024-01
O009690,U01372,P0165,1,2024-09-17,Delivered,UPI,360.0,2024-09
O009691,U01998,P0197,1,2024-02-16,Delivered,Debit_Card,7150.0,2024-02
O009692,U02333,P0009,2,2024-12-21,Delivered,Debit_Card,153020.0,2024-12
O009693,U00720,P0190,2,2024-09-22,Delivered,Credit_Card,8220.0,2024-09
O009694,U02238,P0032,3,2024-01-02,Delivered,Debit_Card,164520.0,2024-01
O009695,U00795,P0075,1,2024-01-23,Delivered,Wallet,410.0,2024-01
O009696,U02461,P0102,1,2024-12-24,Returned,Wallet,0.0,2024-12
O009697,U00255,P0035,3,2024-10-29,Cancelled,Wallet,0.0,2024-10
O009698,U04755,P0047,1,2024-03-24,Delivered,UPI,3510.0,2024-03
O009699,U01234,P0146,1,2024-07-22,Delivered,COD,630.0,2024-07
O009700,U02315,P0036,1,2024-08-14,Delivered,COD,36310.0,2024-08
O009701,U00153,P0147,1,2024-09-08,Cancelled,COD,0.0,2024-09
O009702,U00969,P0123,1,2024-10-31,Delivered,UPI,1120.0,2024-10
O009703,U03450,P0153,1,2024-05-30,Delivered,Credit_Card,830.0,2024-05
O009704,U00552,P0174,4,2024-09-03,Cancelled,UPI,0.0,2024-09
O009705,U03126,P0060,1,2024-11-01,Delivered,Credit_Card,3590.0,2024-11
O009706,U00007,P0121,1,2024-01-17,Cancelled,UPI,0.0,2024-01
O009707,U02301,P0095,1,2024-10-30,Delivered,Debit_Card,2040.0,2024-10
O009708,U03575,P0023,4,2024-01-02,Delivered,UPI,302560.0,2024-01
O009709,U04651,P0122,1,2024-07-15,Delivered,Debit_Card,970.0,2024-07
O009710,U02438,P0115,1,2024-12-06,Delivered,UPI,520.0,2024-12
O009711,U04205,P0155,1,2024-09-25,Delivered,Wallet,1140.0,2024-09
O009712,U04004,P0163,1,2024-03-01,Delivered,UPI,1170.0,2024-03
O009713,U01481,P0077,1,2024-09-23,Cancelled,COD,0.0,2024-09
O009714,U04378,P0183,1,2024-04-06,Delivered,UPI,10820.0,2024-04
O009715,U03181,P0036,1,2024-10-09,Delivered,Credit_Card,36310.0,2024-10
O009716,U00510,P0097,3,2024-09-03,Delivered,Debit_Card,9240.0,2024-09
O009717,U04707,P0113,1,2024-02-04,Delivered,Credit_Card,1060.0,2024-02
O009718,U00880,P0199,1,2024-09-30,Cancelled,Debit_Card,0.0,2024-09
O009719,U02333,P0137,1,2024-03-08,Delivered,Credit_Card,870.0,2024-03
O009720,U02312,P0114,1,2024-07-07,Delivered,Debit_Card,1440.0,2024-07
O009721,U03108,P0021,1,2024-02-10,Delivered,UPI,48490.0,2024-02
O009722,U03299,P0160,3,2024-04-05,Delivered,COD,4500.0,2024-04
O009723,U01153,P0066,3,2024-06-19,Delivered,UPI,8280.0,2024-06
O009724,U01762,P0044,1,2024-03-07,Delivered,UPI,4620.0,2024-03
O009725,U00716,P0121,2,2024-11-03,Delivered,Wallet,920.0,2024-11
O009726,U00623,P0193,1,2024-04-28,Delivered,Debit_Card,6390.0,2024-04
O009727,U04127,P0080,3,2024-12-06,Delivered,COD,12480.0,2024-12
O009728,U03729,P0143,1,2024-06-19,Cancelled,UPI,0.0,2024-06
O009729,U02195,P0155,2,2024-07-04,Delivered,UPI,2280.0,2024-07
O009730,U00470,P0016,3,2024-03-10,Delivered,Wallet,231780.0,2024-03
O009731,U02231,P0046,1,2024-09-01,Delivered,Debit_Card,350.0,2024-09
O009732,U01473,P0103,1,2024-06-07,Delivered,UPI,410.0,2024-06
O009733,U03880,P0200,1,2024-10-10,Delivered,Credit_Card,2570.0,2024-10
O009734,U00474,P0176,1,2024-04-16,Delivered,UPI,950.0,2024-04
O009735,U02238,P0065,1,2024-02-05,Delivered,Debit_Card,1990.0,2024-02
O009736,U02929,P0019,3,2024-12-13,Delivered,COD,193050.0,2024-12
O009737,U04920,P0090,2,2024-07-13,Delivered,COD,2540.0,2024-07
O009738,U00446,P0037,1,2024-09-24,Delivered,UPI,4850.0,2024-09
O009739,U00561,P0186,1,2024-03-16,Cancelled,UPI,0.0,2024-03
O009740,U04936,P0183,1,2024-10-06,Returned,UPI,0.0,2024-10
O009741,U02025,P0053,1,2024-11-16,Delivered,UPI,4130.0,2024-11
O009742,U03702,P0047,1,2024-12-13,Delivered,Credit_Card,3510.0,2024-12
O009743,U03912,P0131,2,2024-03-20,Delivered,COD,2040.0,2024-03
O009744,U01577,P0088,1,2024-04-07,Returned,UPI,0.0,2024-04
O009745,U01077,P0086,1,2024-10-08,Delivered,Credit_Card,4270.0,2024-10
O009746,U01382,P0062,4,2024-04-27,Delivered,Credit_Card,18800.0,2024-04
O009747,U03797,P0129,1,2024-08-10,Delivered,COD,410.0,2024-08
O009748,U04203,P0039,1,2024-09-08,Delivered,Wallet,51950.0,2024-09
O009749,U03477,P0073,1,2024-03-20,Returned,UPI,0.0,2024-03
O009750,U02189,P0161,1,2024-11-09,Delivered,Credit_Card,1090.0,2024-11
O009751,U01323,P0023,1,2024-06-18,Cancelled,Credit_Card,0.0,2024-06
O009752,U02124,P0162,2,2024-06-05,Delivered,Wallet,620.0,2024-06
O009753,U04587,P0049,2,2024-11-29,Delivered,COD,4440.0,2024-11
O009754,U04320,P0125,3,2024-11-23,Returned,Debit_Card,0.0,2024-11
O009755,U01625,P0177,1,2024-01-02,Cancelled,Credit_Card,0.0,2024-01
O009756,U01638,P0049,1,2024-07-21,Delivered,Wallet,2220.0,2024-07
O009757,U03889,P0138,3,2024-09-14,Delivered,UPI,2460.0,2024-09
O009758,U02134,P0096,3,2024-09-07,Delivered,UPI,8610.0,2024-09
O009759,U02837,P0066,1,2024-05-25,Delivered,UPI,2760.0,2024-05
O009760,U02106,P0071,1,2024-11-20,Delivered,UPI,1510.0,2024-11
O009761,U01215,P0067,1,2024-10-01,Delivered,UPI,3750.0,2024-10
O009762,U00949,P0039,1,2024-01-19,Delivered,Credit_Card,51950.0,2024-01
O009763,U00693,P0170,4,2024-09-08,Returned,COD,0.0,2024-09
O009764,U00049,P0100,1,2024-10-10,Returned,UPI,0.0,2024-10
O009765,U01403,P0001,4,2024-11-26,Delivered,UPI,138080.0,2024-11
O009766,U00849,P0174,1,2024-02-19,Delivered,COD,1030.0,2024-02
O009767,U01298,P0164,4,2024-11-06,Delivered,Credit_Card,7240.0,2024-11
O009768,U00370,P0124,1,2024-05-16,Delivered,Credit_Card,500.0,2024-05
O009769,U01713,P0172,1,2024-08-13,Delivered,UPI,670.0,2024-08
O009770,U02555,P0031,1,2024-08-08,Delivered,UPI,64190.0,2024-08
O009771,U04734,P0097,1,2024-04-22,Returned,Credit_Card,0.0,2024-04
O009772,U01734,P0110,1,2024-05-28,Delivered,UPI,180.0,2024-05
O009773,U00144,P0186,1,2024-02-17,Delivered,Credit_Card,11770.0,2024-02
O009774,U01812,P0132,2,2024-02-27,Delivered,UPI,1240.0,2024-02
O009775,U04083,P0053,1,2024-07-15,Delivered,UPI,4130.0,2024-07
O009776,U01708,P0103,1,2024-08-12,Delivered,Credit_Card,410.0,2024-08
O009777,U01459,P0093,1,2024-05-16,Delivered,UPI,1930.0,2024-05
O009778,U04612,P0185,1,2024-07-13,Delivered,UPI,10310.0,2024-07
O009779,U01488,P0078,1,2024-07-24,Delivered,UPI,1110.0,2024-07
O009780,U04849,P0178,1,2024-01-18,Delivered,Credit_Card,720.0,2024-01
O009781,U04159,P0005,1,2024-09-24,Delivered,Credit_Card,40910.0,2024-09
O009782,U03399,P0052,1,2024-08-02,Delivered,UPI,4830.0,2024-08
O009783,U02969,P0145,1,2024-07-24,Cancelled,COD,0.0,2024-07
O009784,U01126,P0032,1,2024-05-03,Delivered,Debit_Card,54840.0,2024-05
O009785,U03634,P0134,2,2024-01-16,Cancelled,UPI,0.0,2024-01
O009786,U01734,P0197,4,2024-06-13,Delivered,UPI,28600.0,2024-06
O009787,U02405,P0093,1,2024-05-27,Delivered,UPI,1930.0,2024-05
O009788,U00510,P0125,1,2024-10-02,Delivered,UPI,210.0,2024-10
O009789,U01483,P0092,1,2024-08-20,Delivered,UPI,1070.0,2024-08
O009790,U02604,P0189,1,2024-01-25,Delivered,UPI,14210.0,2024-01
O009791,U02321,P0138,1,2024-09-24,Returned,UPI,0.0,2024-09
O009792,U01721,P0151,1,2024-12-30,Delivered,Credit_Card,1030.0,2024-12
O009793,U02340,P0113,1,2024-10-21,Delivered,Credit_Card,1060.0,2024-10
O009794,U03709,P0181,2,2024-03-11,Returned,Debit_Card,0.0,2024-03
O009795,U02276,P0061,1,2024-07-18,Delivered,COD,550.0,2024-07
O009796,U02491,P0147,1,2024-02-16,Delivered,Credit_Card,1130.0,2024-02
O009797,U03486,P0132,1,2024-01-25,Delivered,Debit_Card,620.0,2024-01
O009798,U04209,P0174,2,2024-07-31,Delivered,Credit_Card,2060.0,2024-07
O009799,U02589,P0160,1,2024-02-02,Delivered,UPI,1500.0,2024-02
O009800,U04753,P0084,4,2024-08-01,Delivered,UPI,12120.0,2024-08
O009801,U01768,P0046,1,2024-07-29,Delivered,UPI,350.0,2024-07
O009802,U01276,P0062,3,2024-01-29,Delivered,Credit_Card,14100.0,2024-01
O009803,U03448,P0092,1,2024-09-15,Delivered,UPI,1070.0,2024-09
O009804,U00874,P0054,1,2024-02-08,Delivered,UPI,3390.0,2024-02
O009805,U04495,P0124,1,2024-09-16,Cancelled,UPI,0.0,2024-09
O009806,U01924,P0100,4,2024-06-13,Delivered,Credit_Card,16800.0,2024-06
O009807,U03472,P0067,2,2024-04-04,Cancelled,Wallet,0.0,2024-04
O009808,U02826,P0024,3,2024-08-07,Delivered,UPI,189960.0,2024-08
O009809,U00269,P0066,1,2024-09-24,Delivered,UPI,2760.0,2024-09
O009810,U03525,P0018,1,2024-04-27,Cancelled,Wallet,0.0,2024-04
O009811,U03950,P0096,1,2024-03-06,Delivered,UPI,2870.0,2024-03
O009812,U04909,P0048,1,2024-07-11,Delivered,Debit_Card,220.0,2024-07
O009813,U02075,P0174,1,2024-11-15,Delivered,UPI,1030.0,2024-11
O009814,U02480,P0048,1,2024-02-04,Delivered,Credit_Card,220.0,2024-02
O009815,U04378,P0062,1,2024-06-23,Delivered,Debit_Card,4700.0,2024-06
O009816,U01355,P0155,1,2024-04-21,Delivered,Credit_Card,1140.0,2024-04
O009817,U00950,P0062,1,2024-11-03,Returned,Credit_Card,0.0,2024-11
O009818,U00656,P0102,1,2024-10-16,Delivered,UPI,290.0,2024-10
O009819,U04888,P0125,1,2024-12-05,Delivered,Wallet,210.0,2024-12
O009820,U01360,P0102,1,2024-03-20,Delivered,UPI,290.0,2024-03
O009821,U03767,P0078,1,2024-04-20,Returned,Credit_Card,0.0,2024-04
O009822,U02229,P0065,1,2024-04-01,Delivered,Credit_Card,1990.0,2024-04
O009823,U01201,P0052,1,2024-07-04,Delivered,UPI,4830.0,2024-07
O009824,U04583,P0001,1,2024-02-10,Returned,UPI,0.0,2024-02
O009825,U02297,P0178,1,2024-03-27,Delivered,COD,720.0,2024-03
O009826,U02803,P0040,1,2024-08-11,Returned,Debit_Card,0.0,2024-08
O009827,U01115,P0072,1,2024-02-20,Delivered,UPI,1690.0,2024-02
O009828,U01626,P0145,1,2024-05-05,Delivered,Credit_Card,530.0,2024-05
O009829,U03720,P0001,1,2024-05-25,Delivered,Credit_Card,34520.0,2024-05
O009830,U01718,P0078,2,2024-02-10,Delivered,Credit_Card,2220.0,2024-02
O009831,U02491,P0158,2,2024-12-20,Cancelled,Credit_Card,0.0,2024-12
O009832,U00562,P0067,1,2024-12-28,Cancelled,UPI,0.0,2024-12
O009833,U04256,P0022,1,2024-01-24,Cancelled,UPI,0.0,2024-01
O009834,U03675,P0035,1,2024-10-29,Returned,Credit_Card,0.0,2024-10
O009835,U03783,P0056,1,2024-10-10,Delivered,Credit_Card,2330.0,2024-10
O009836,U00888,P0126,1,2024-02-05,Cancelled,UPI,0.0,2024-02
O009837,U02443,P0142,1,2024-10-03,Delivered,Debit_Card,710.0,2024-10
O009838,U00133,P0045,1,2024-07-02,Returned,UPI,0.0,2024-07
O009839,U01581,P0086,1,2024-11-20,Delivered,COD,4270.0,2024-11
O009840,U01737,P0033,1,2024-06-02,Delivered,UPI,33530.0,2024-06
O009841,U04584,P0140,1,2024-06-30,Delivered,COD,1430.0,2024-06
O009842,U04955,P0152,3,2024-10-26,Cancelled,UPI,0.0,2024-10
O009843,U03079,P0197,2,2024-06-02,Delivered,Wallet,14300.0,2024-06
O009844,U02538,P0185,1,2024-05-29,Delivered,UPI,10310.0,2024-05
O009845,U02184,P0137,2,2024-01-02,Returned,UPI,0.0,2024-01
O009846,U00084,P0130,1,2024-10-23,Delivered,UPI,490.0,2024-10
O009847,U03995,P0059,1,2024-02-23,Delivered,UPI,3790.0,2024-02
O009848,U03329,P0095,1,2024-09-02,Delivered,UPI,2040.0,2024-09
O009849,U03225,P0029,1,2024-02-15,Cancelled,UPI,0.0,2024-02
O009850,U04038,P0055,3,2024-03-15,Delivered,UPI,8310.0,2024-03
O009851,U04662,P0094,1,2024-05-28,Delivered,UPI,2670.0,2024-05
O009852,U01941,P0150,1,2024-01-03,Delivered,Debit_Card,1360.0,2024-01
O009853,U02133,P0119,3,2024-01-09,Delivered,Credit_Card,4050.0,2024-01
O009854,U04867,P0105,2,2024-01-02,Delivered,UPI,560.0,2024-01
O009855,U03297,P0177,4,2024-08-25,Delivered,UPI,7840.0,2024-08
O009856,U04267,P0140,1,2024-01-28,Delivered,Debit_Card,1430.0,2024-01
O009857,U01109,P0199,1,2024-10-16,Delivered,Debit_Card,3500.0,2024-10
O009858,U01591,P0136,3,2024-06-29,Delivered,COD,2010.0,2024-06
O009859,U01949,P0016,2,2024-11-10,Delivered,Credit_Card,154520.0,2024-11
O009860,U01588,P0168,2,2024-09-22,Delivered,Wallet,2600.0,2024-09
O009861,U04422,P0173,1,2024-03-23,Delivered,Debit_Card,250.0,2024-03
O009862,U02520,P0064,1,2024-12-14,Returned,UPI,0.0,2024-12
O009863,U04780,P0191,2,2024-09-09,Delivered,Debit_Card,22680.0,2024-09
O009864,U01612,P0179,1,2024-09-14,Delivered,Wallet,1550.0,2024-09
O009865,U00180,P0010,1,2024-02-17,Delivered,Debit_Card,67100.0,2024-02
O009866,U00682,P0076,1,2024-05-13,Returned,Wallet,0.0,2024-05
O009867,U01089,P0121,1,2024-10-26,Delivered,Credit_Card,460.0,2024-10
O009868,U03178,P0199,2,2024-07-17,Cancelled,UPI,0.0,2024-07
O009869,U00899,P0173,2,2024-10-18,Delivered,Credit_Card,500.0,2024-10
O009870,U01894,P0085,1,2024-05-15,Returned,UPI,0.0,2024-05
O009871,U03966,P0056,2,2024-03-23,Delivered,Credit_Card,4660.0,2024-03
O009872,U00616,P0073,1,2024-09-22,Delivered,Debit_Card,1000.0,2024-09
O009873,U00386,P0013,1,2024-12-23,Delivered,Credit_Card,20280.0,2024-12
O009874,U02663,P0064,2,2024-08-06,Delivered,UPI,4620.0,2024-08
O009875,U03472,P0115,2,2024-12-14,Cancelled,Wallet,0.0,2024-12
O009876,U04571,P0158,1,2024-01-19,Delivered,Debit_Card,750.0,2024-01
O009877,U03283,P0052,2,2024-01-18,Delivered,COD,9660.0,2024-01
O009878,U04742,P0114,2,2024-06-27,Delivered,UPI,2880.0,2024-06
O009879,U01229,P0054,3,2024-01-23,Delivered,UPI,10170.0,2024-01
O009880,U01715,P0057,1,2024-11-10,Cancelled,UPI,0.0,2024-11
O009881,U04198,P0018,1,2024-08-31,Delivered,Credit_Card,61790.0,2024-08
O009882,U04047,P0025,1,2024-04-16,Delivered,UPI,7160.0,2024-04
O009883,U03297,P0181,1,2024-05-10,Delivered,UPI,13090.0,2024-05
O009884,U02491,P0020,1,2024-01-10,Delivered,UPI,62170.0,2024-01
O009885,U00080,P0011,4,2024-07-17,Delivered,Wallet,213880.0,2024-07
O009886,U01401,P0168,1,2024-10-31,Delivered,UPI,1300.0,2024-10
O009887,U00781,P0151,2,2024-11-07,Delivered,UPI,2060.0,2024-11
O009888,U00256,P0090,2,2024-03-30,Delivered,Debit_Card,2540.0,2024-03
O009889,U03868,P0087,1,2024-05-23,Cancelled,Credit_Card,0.0,2024-05
O009890,U00649,P0170,1,2024-10-21,Delivered,UPI,1190.0,2024-10
O009891,U01789,P0175,2,2024-04-18,Cancelled,UPI,0.0,2024-04
O009892,U04882,P0056,3,2024-12-17,Delivered,Credit_Card,6990.0,2024-12
O009893,U02052,P0033,2,2024-07-22,Cancelled,Credit_Card,0.0,2024-07
O009894,U00702,P0098,1,2024-02-13,Delivered,UPI,2580.0,2024-02
O009895,U03431,P0026,1,2024-01-08,Delivered,Debit_Card,52950.0,2024-01
O009896,U04043,P0103,1,2024-10-27,Delivered,COD,410.0,2024-10
O009897,U01395,P0069,3,2024-12-18,Delivered,Credit_Card,14070.0,2024-12
O009898,U04040,P0029,1,2024-06-01,Delivered,Credit_Card,42650.0,2024-06
O009899,U01368,P0109,1,2024-01-17,Delivered,Credit_Card,240.0,2024-01
O009900,U03448,P0060,1,2024-12-04,Delivered,Credit_Card,3590.0,2024-12
O009901,U00616,P0165,1,2024-08-24,Delivered,COD,360.0,2024-08
O009902,U02136,P0153,2,2024-11-30,Delivered,UPI,1660.0,2024-11
O009903,U02558,P0107,3,2024-02-25,Delivered,Wallet,3510.0,2024-02
O009904,U03597,P0172,1,2024-02-13,Delivered,COD,670.0,2024-02
O009905,U03230,P0162,1,2024-11-04,Delivered,Credit_Card,310.0,2024-11
O009906,U04278,P0121,2,2024-08-28,Delivered,UPI,920.0,2024-08
O009907,U00919,P0012,2,2024-02-08,Delivered,Credit_Card,85200.0,2024-02
O009908,U03282,P0093,1,2024-05-09,Delivered,UPI,1930.0,2024-05
O009909,U00632,P0039,3,2024-04-07,Delivered,UPI,155850.0,2024-04
O009910,U02366,P0147,1,2024-10-07,Delivered,UPI,1130.0,2024-10
O009911,U02576,P0147,2,2024-03-20,Delivered,COD,2260.0,2024-03
O009912,U00131,P0029,1,2024-10-14,Cancelled,UPI,0.0,2024-10
O009913,U00343,P0194,1,2024-11-30,Returned,Wallet,0.0,2024-11
O009914,U04198,P0090,1,2024-08-21,Returned,UPI,0.0,2024-08
O009915,U01433,P0101,3,2024-11-29,Delivered,UPI,270.0,2024-11
O009916,U01733,P0112,1,2024-06-17,Delivered,UPI,930.0,2024-06
O009917,U03182,P0076,1,2024-03-19,Delivered,UPI,870.0,2024-03
O009918,U01106,P0020,1,2024-03-11,Delivered,Credit_Card,62170.0,2024-03
O009919,U00969,P0185,1,2024-09-19,Cancelled,COD,0.0,2024-09
O009920,U02101,P0097,1,2024-07-18,Delivered,Debit_Card,3080.0,2024-07
O009921,U00295,P0009,1,2024-07-29,Delivered,COD,76510.0,2024-07
O009922,U04597,P0002,1,2024-01-18,Delivered,Wallet,54140.0,2024-01
O009923,U04709,P0156,2,2024-09-29,Delivered,UPI,2060.0,2024-09
O009924,U02227,P0034,1,2024-07-28,Returned,UPI,0.0,2024-07
O009925,U01055,P0021,1,2024-04-26,Delivered,Wallet,48490.0,2024-04
O009926,U02333,P0083,1,2024-04-13,Delivered,COD,3180.0,2024-04
O009927,U00492,P0081,1,2024-03-17,Delivered,UPI,890.0,2024-03
